Index,Source,URL,Description,TL,TR,Reliability_Level,source_database
11,WHO AFRO Surveillance Report (UID: 20789),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20789.csv,JHU cholera database entry with 9 observations. Frequency: Other (62). Updated: 2024-02-09 Source tags: WHOafro,2017-11-20,2018-01-28,1,JHU
12,WHO AFRO Surveillance Report (UID: 20808),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20808.csv,JHU cholera database entry with 22 observations. Frequency: Other (61). Updated: 2024-02-09 Source tags: WHOafro,2017-11-20,2018-02-21,1,JHU
13,WHO AFRO Surveillance Report (UID: 20861),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20861.csv,JHU cholera database entry with 3 observations. Frequency: Other (50). Updated: 2024-02-09 Source tags: WHOafro,2017-11-20,2018-04-08,1,JHU
14,WHO AFRO Surveillance Report (UID: 20815),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20815.csv,JHU cholera database entry with 14 observations. Frequency: Other (49). Updated: 2024-02-09 Source tags: WHOafro,2017-11-24,2018-02-25,1,JHU
15,WHO AFRO Surveillance Report (UID: 20777),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20777.csv,JHU cholera database entry with 8 observations. Frequency: Other (48). Updated: 2024-02-09 Source tags: WHOafro,2017-11-20,2018-01-14,1,JHU
16,WHO AFRO Surveillance Report (UID: 20702),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20702.csv,JHU cholera database entry with 2 observations. Frequency: Other (48). Updated: 2024-02-09 Source tags: WHOafro,2017-07-23,2017-10-22,1,JHU
17,WHO AFRO Surveillance Report (UID: 20674),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20674.csv,JHU cholera database entry with 4 observations. Frequency: Other (41). Updated: 2024-02-09 Source tags: WHOafro,2017-07-01,2017-09-17,1,JHU
18,WHO AFRO Surveillance Report (UID: 20838),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20838.csv,JHU cholera database entry with 8 observations. Frequency: Other (41). Updated: 2024-02-09 Source tags: WHOafro,2017-11-20,2018-03-20,1,JHU
19,WHO AFRO Surveillance Report (UID: 20885),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20885.csv,JHU cholera database entry with 31 observations. Frequency: Other (39). Updated: 2024-02-09 Source tags: WHOafro,2017-11-24,2018-04-29,1,JHU
20,JHU Cholera Database (UID: 21384),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection21384.csv,JHU cholera database entry with 1 observations. Frequency: Other (353). Updated: 2024-02-09,2022-01-01,2022-12-20,2,JHU
21,WHO AFRO Surveillance Report (UID: 20874),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20874.csv,JHU cholera database entry with 5 observations. Frequency: Other (35). Updated: 2024-02-09 Source tags: WHOafro,2017-11-20,2018-04-24,1,JHU
22,WHO AFRO Surveillance Report (UID: 20852),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20852.csv,JHU cholera database entry with 5 observations. Frequency: Other (31). Updated: 2024-02-09 Source tags: WHOafro,2017-11-20,2018-04-01,1,JHU
23,JHU Cholera Database (UID: 21412),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection21412.csv,JHU cholera database entry with 29 observations. Frequency: Other (309). Updated: 2025-07-11,2022-02-28,2024-11-24,2,JHU
24,JHU Cholera Database (UID: 21385),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection21385.csv,JHU cholera database entry with 1 observations. Frequency: Other (303). Updated: 2024-02-09,2022-01-01,2022-10-31,2,JHU
25,JHU Cholera Database (UID: 20667),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20667.csv,JHU cholera database entry with 2 observations. Frequency: Other (3). Updated: 2024-02-09,2019-10-29,2019-11-04,2,JHU
26,UNICEF Country Programme Report (UID: 21068),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection21068.csv,JHU cholera database entry with 135 observations. Frequency: Other (28). Updated: 2024-07-10 Source tags: UNICEFcp,2017-01-01,2019-06-15,2,JHU
27,WHO AFRO Surveillance Report (UID: 20845),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20845.csv,JHU cholera database entry with 6 observations. Frequency: Other (26). Updated: 2024-02-09 Source tags: WHOafro,2017-11-20,2018-03-28,1,JHU
28,WHO AFRO Surveillance Report (UID: 20771),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20771.csv,JHU cholera database entry with 21 observations. Frequency: Other (23). Updated: 2024-02-09 Source tags: WHOafro,2017-11-20,2018-01-08,1,JHU
29,WHO AFRO Surveillance Report (UID: 20828),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20828.csv,JHU cholera database entry with 34 observations. Frequency: Other (22). Updated: 2024-02-09 Source tags: WHOafro,2017-11-24,2018-03-14,1,JHU
30,JHU Cholera Database (UID: 12984),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection12984.csv,JHU cholera database entry with 1 observations. Frequency: Other (212). Updated: 2024-02-09,1999-11-01,2000-05-31,2,JHU
31,WHO AFRO Surveillance Report (UID: 20801),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20801.csv,JHU cholera database entry with 25 observations. Frequency: Other (20). Updated: 2024-02-09 Source tags: WHOafro,2017-11-24,2018-02-11,1,JHU
32,WHO AFRO Surveillance Report (UID: 20915),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20915.csv,JHU cholera database entry with 1 observations. Frequency: Other (19). Updated: 2024-02-09 Source tags: WHOafro,2018-06-08,2018-06-27,1,JHU
33,WHO AFRO Surveillance Report (UID: 20764),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20764.csv,JHU cholera database entry with 4 observations. Frequency: Other (18). Updated: 2024-02-09 Source tags: WHOafro,2017-11-20,2017-12-24,1,JHU
34,JHU Cholera Database (UID: 21276),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection21276.csv,JHU cholera database entry with 2 observations. Frequency: Other (149). Updated: 2024-02-09,2011-01-01,2011-05-30,2,JHU
35,WHO AFRO Surveillance Report (UID: 20471),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20471.csv,JHU cholera database entry with 2 observations. Frequency: Other (14). Updated: 2024-02-09 Source tags: WHOafro,2017-03-15,2017-04-07,1,JHU
36,WHO AFRO Surveillance Report (UID: 20752),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection20752.csv,JHU cholera database entry with 2 observations. Frequency: Other (10). Updated: 2024-02-09 Source tags: WHOafro,2017-11-20,2017-12-11,1,JHU
37,JHU Cholera Database (UID: 21231),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection21231.csv,JHU cholera database entry with 7 observations. Frequency: Annual. Updated: 2024-02-09,2011-11-01,2012-10-31,2,JHU
38,JHU Cholera Database (UID: 21368),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection21368.csv,JHU cholera database entry with 1 observations. Frequency: Annual. Updated: 2024-02-09,2013-01-01,2013-12-31,2,JHU
39,JHU Cholera Database (UID: 3182),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection3182.csv,JHU cholera database entry with 330 observations. Frequency: Annual. Updated: 2024-02-09,2000-11-01,2016-10-31,2,JHU
40,WHO Annual Cholera Report (UID: 329),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Malawi/ObservationCollection329.csv,JHU cholera database entry with 53 observations. Frequency: Annual. Updated: 2025-10-02 Source tags: WHOannual,1973-01-01,2024-12-31,1,JHU
