Index,Source,URL,Description,TL,TR,Reliability_Level,source_database
15,WHO AFRO Surveillance Report (UID: 20731),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20731.csv,JHU cholera database entry with 1 observations. Frequency: Other (53). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2017-11-26,1,JHU
16,WHO AFRO Surveillance Report (UID: 20812),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20812.csv,JHU cholera database entry with 6 observations. Frequency: Other (49). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2018-02-18,1,JHU
17,JHU Cholera Database (UID: 21238),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21238.csv,JHU cholera database entry with 3 observations. Frequency: Other (49). Updated: 2024-02-09,2017-02-14,2017-04-04,2,JHU
18,JHU Cholera Database (UID: 21388),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21388.csv,JHU cholera database entry with 3 observations. Frequency: Other (47). Updated: 2024-02-09,2022-04-11,2022-05-28,2,JHU
19,JHU Cholera Database (UID: 21253),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21253.csv,JHU cholera database entry with 2 observations. Frequency: Other (46). Updated: 2024-02-09,2012-09-01,2012-10-17,2,JHU
20,WHO AFRO Surveillance Report (UID: 20724),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20724.csv,JHU cholera database entry with 1 observations. Frequency: Other (45). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2017-11-18,1,JHU
21,WHO AFRO Surveillance Report (UID: 20847),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20847.csv,JHU cholera database entry with 8 observations. Frequency: Other (43). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2018-03-25,1,JHU
22,WHO AFRO Surveillance Report (UID: 20848),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20848.csv,JHU cholera database entry with 33 observations. Frequency: Other (43). Updated: 2024-02-09 Source tags: WHOafro,2017-10-02,2018-04-04,1,JHU
23,JHU Cholera Database (UID: 21251),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21251.csv,JHU cholera database entry with 5 observations. Frequency: Other (40). Updated: 2024-02-09,2016-09-11,2016-10-21,2,JHU
24,JHU Cholera Database (UID: 21245),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21245.csv,JHU cholera database entry with 5 observations. Frequency: Other (4). Updated: 2024-02-09,2012-12-30,2013-01-04,2,JHU
25,JHU Cholera Database (UID: 21373),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21373.csv,JHU cholera database entry with 51 observations. Frequency: Other (4). Updated: 2024-02-09,2022-04-08,2022-04-19,2,JHU
26,WHO AFRO Surveillance Report (UID: 20779),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20779.csv,JHU cholera database entry with 2 observations. Frequency: Other (38). Updated: 2024-02-09 Source tags: WHOafro,2017-11-04,2018-01-20,1,JHU
27,WHO AFRO Surveillance Report (UID: 20835),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20835.csv,JHU cholera database entry with 15 observations. Frequency: Other (38). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2018-03-19,1,JHU
28,JHU Cholera Database (UID: 12434),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection12434.csv,JHU cholera database entry with 1 observations. Frequency: Other (37). Updated: 2024-02-09,2003-11-28,2004-01-04,2,JHU
29,JHU Cholera Database (UID: 20612),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20612.csv,JHU cholera database entry with 2 observations. Frequency: Other (36). Updated: 2024-02-09,2010-01-01,2010-02-06,2,JHU
30,WHO AFRO Surveillance Report (UID: 20765),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20765.csv,JHU cholera database entry with 14 observations. Frequency: Other (36). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2017-12-26,1,JHU
31,WHO AFRO Surveillance Report (UID: 20750),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20750.csv,JHU cholera database entry with 4 observations. Frequency: Other (35). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2017-12-12,1,JHU
32,JHU Cholera Database (UID: 225),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection225.csv,JHU cholera database entry with 27 observations. Frequency: Other (35). Updated: 2024-02-09,2016-01-03,2016-05-09,2,JHU
33,WHO AFRO Surveillance Report (UID: 20782),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20782.csv,JHU cholera database entry with 25 observations. Frequency: Other (31). Updated: 2024-02-09 Source tags: WHOafro,2017-10-02,2018-01-23,1,JHU
34,JHU Cholera Database (UID: 21246),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21246.csv,JHU cholera database entry with 2 observations. Frequency: Other (3). Updated: 2024-02-09,2017-03-15,2017-03-20,2,JHU
35,WHO AFRO Surveillance Report (UID: 20707),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20707.csv,JHU cholera database entry with 7 observations. Frequency: Other (27). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2017-10-31,1,JHU
36,JHU Cholera Database (UID: 21240),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21240.csv,JHU cholera database entry with 1 observations. Frequency: Other (265). Updated: 2024-02-09,2012-01-02,2012-09-23,2,JHU
37,WHO AFRO Surveillance Report (UID: 21233),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21233.csv,JHU cholera database entry with 1 observations. Frequency: Other (26). Updated: 2024-02-09 Source tags: WHOafro,2019-01-27,2019-02-22,1,JHU
38,WHO AFRO Surveillance Report (UID: 20717),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20717.csv,JHU cholera database entry with 3 observations. Frequency: Other (25). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2017-11-12,1,JHU
39,WHO AFRO Surveillance Report (UID: 20445),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20445.csv,JHU cholera database entry with 2 observations. Frequency: Other (24). Updated: 2024-02-09 Source tags: WHOafro,2019-04-03,2019-05-22,1,JHU
40,JHU Cholera Database (UID: 21248),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21248.csv,JHU cholera database entry with 1 observations. Frequency: Other (24). Updated: 2024-02-09,2012-08-03,2012-08-27,2,JHU
41,JHU Cholera Database (UID: 21236),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21236.csv,JHU cholera database entry with 51 observations. Frequency: Other (215). Updated: 2024-02-09,2017-10-04,2018-06-15,2,JHU
42,JHU Cholera Database (UID: 21252),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21252.csv,JHU cholera database entry with 1 observations. Frequency: Other (21). Updated: 2024-02-09,2013-09-29,2013-10-20,2,JHU
43,JHU Cholera Database (UID: 11288),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection11288.csv,JHU cholera database entry with 2 observations. Frequency: Other (209). Updated: 2024-02-09,2003-11-28,2006-04-09,2,JHU
44,JHU Cholera Database (UID: 20385),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20385.csv,JHU cholera database entry with 71 observations. Frequency: Other (2). Updated: 2024-02-09,2017-09-28,2017-12-11,2,JHU
45,WHO AFRO Surveillance Report (UID: 20878),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20878.csv,JHU cholera database entry with 2 observations. Frequency: Other (193). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2018-04-15,1,JHU
46,JHU Cholera Database (UID: 11539),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection11539.csv,JHU cholera database entry with 1 observations. Frequency: Other (193). Updated: 2024-02-09,2003-11-28,2004-06-08,2,JHU
47,WHO AFRO Surveillance Report (UID: 20870),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20870.csv,JHU cholera database entry with 2 observations. Frequency: Other (189). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2018-04-11,1,JHU
48,JHU Cholera Database (UID: 21132),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21132.csv,JHU cholera database entry with 29 observations. Frequency: Other (18). Updated: 2024-02-09,2017-10-02,2018-04-11,2,JHU
49,JHU Cholera Database (UID: 21242),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21242.csv,JHU cholera database entry with 1 observations. Frequency: Other (18). Updated: 2024-02-09,2017-03-10,2017-03-28,2,JHU
50,JHU Cholera Database (UID: 21387),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21387.csv,JHU cholera database entry with 1 observations. Frequency: Other (163). Updated: 2024-02-09,2022-01-01,2022-06-13,2,JHU
51,WHO AFRO Surveillance Report (UID: 20802),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20802.csv,JHU cholera database entry with 24 observations. Frequency: Other (16). Updated: 2024-02-09 Source tags: WHOafro,2017-10-02,2018-02-12,1,JHU
52,WHO AFRO Surveillance Report (UID: 20698),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20698.csv,JHU cholera database entry with 8 observations. Frequency: Other (16). Updated: 2024-02-09 Source tags: WHOafro,2017-10-04,2017-10-20,1,JHU
53,JHU Cholera Database (UID: 21250),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21250.csv,JHU cholera database entry with 7 observations. Frequency: Other (157). Updated: 2024-02-09,2013-01-01,2016-11-25,2,JHU
54,JHU Cholera Database (UID: 11540),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection11540.csv,JHU cholera database entry with 3 observations. Frequency: Other (155). Updated: 2024-02-09,2003-11-24,2006-04-09,2,JHU
55,JHU Cholera Database (UID: 21254),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21254.csv,JHU cholera database entry with 1 observations. Frequency: Other (151). Updated: 2024-02-09,2012-09-01,2013-01-30,2,JHU
56,JHU Cholera Database (UID: 21418),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21418.csv,JHU cholera database entry with 38 observations. Frequency: Other (140). Updated: 2025-01-20,2023-01-01,2024-11-24,2,JHU
57,JHU Cholera Database (UID: 21255),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21255.csv,JHU cholera database entry with 5 observations. Frequency: Other (139). Updated: 2024-02-09,2011-01-03,2011-05-22,2,JHU
58,JHU Cholera Database (UID: 21237),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21237.csv,JHU cholera database entry with 1 observations. Frequency: Other (136). Updated: 2024-02-09,2016-02-04,2016-06-19,2,JHU
59,JHU Cholera Database (UID: 14207),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection14207.csv,JHU cholera database entry with 24 observations. Frequency: Other (13). Updated: 2024-02-09,1990-11-04,1991-04-30,2,JHU
60,JHU Cholera Database (UID: 21249),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21249.csv,JHU cholera database entry with 2 observations. Frequency: Other (12). Updated: 2024-02-09,2012-09-30,2012-10-12,2,JHU
61,JHU Cholera Database (UID: 21386),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21386.csv,JHU cholera database entry with 1 observations. Frequency: Other (111). Updated: 2024-02-09,2022-04-11,2022-07-31,2,JHU
62,WHO AFRO Surveillance Report (UID: 20681),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20681.csv,JHU cholera database entry with 15 observations. Frequency: Other (1). Updated: 2024-02-09 Source tags: WHOafro,2017-10-01,2017-10-12,1,JHU
63,JHU Cholera Database (UID: 21256),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21256.csv,JHU cholera database entry with 1 observations. Frequency: Monthly. Updated: 2024-02-09,2011-10-01,2011-10-31,2,JHU
64,WHO AFRO Surveillance Report (UID: 20732),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20732.csv,JHU cholera database entry with 66 observations. Frequency: Daily. Updated: 2024-02-09 Source tags: WHOafro,2017-09-28,2017-12-01,1,JHU
65,WHO AFRO Surveillance Report (UID: 20742),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20742.csv,JHU cholera database entry with 421 observations. Frequency: Daily. Updated: 2024-02-09 Source tags: WHOafro,2017-09-26,2017-12-07,1,JHU
66,JHU Cholera Database (UID: 21374),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21374.csv,JHU cholera database entry with 20 observations. Frequency: Daily. Updated: 2024-02-09,2023-01-11,2023-01-29,2,JHU
67,JHU Cholera Database (UID: 3801),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection3801.csv,JHU cholera database entry with 1 observations. Frequency: Annual. Updated: 2024-02-09,2016-01-01,2016-12-31,2,JHU
68,JHU Cholera Database (UID: 21247),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21247.csv,JHU cholera database entry with 2 observations. Frequency: Annual. Updated: 2024-02-09,2014-01-01,2014-12-31,2,JHU
69,JHU Cholera Database (UID: 21270),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21270.csv,JHU cholera database entry with 12 observations. Frequency: Annual. Updated: 2024-02-09,2011-01-01,2013-12-31,2,JHU
70,JHU Cholera Database (UID: 21243),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection21243.csv,JHU cholera database entry with 792 observations. Frequency: Annual. Updated: 2024-02-09,2008-01-01,2018-12-31,2,JHU
71,JHU Cholera Database (UID: 20296),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection20296.csv,JHU cholera database entry with 34 observations. Frequency: Annual. Updated: 2024-02-09,1977-01-01,2010-12-31,2,JHU
72,WHO Annual Cholera Report (UID: 344),https://github.com/InstituteforDiseaseModeling/jhu_cholera_data/blob/main/data/Zambia/ObservationCollection344.csv,JHU cholera database entry with 43 observations. Frequency: Annual. Updated: 2024-09-30 Source tags: WHOannual,1978-01-01,2023-12-31,1,JHU
